1723909483,1658219716,1645772683,1645342483,
3411966374,3542570508,3489674333,3508274500,
5291157799,5282344275,5254810991,5309733700,
7106949249,7128811308,7028145933,7200800866,
8886824441,9007314866,8923140424,8934114400,
11016751916,10773242475,10872628666,10872036358,
13126997775,12934364891,12912132058,12858137300,
15090083483,14809454624,14736114416,14905727883,
17170844225,17102553325,17222652641,17106840025,
19290811100,19134317925,19092361383,19000514691,
